date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:47:56	536/536	---M--	200	added ('OK')	image/svg+xml	etag:%2237376072b7471490d923858411373b71%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bc65c86969_ill-logo-o.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bc65c86969_ill-logo-o.svg	(from https://www.translate-wf.com/)
12:47:57	151/151	---M--	200	added ('OK')	image/svg+xml	etag:%2284f80d423bfb901a642531f82511f826%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5b0bcc8695a_ill-logo-t.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5b0bcc8695a_ill-logo-t.svg	(from https://www.translate-wf.com/)
12:47:58	500/500	---M--	200	added ('OK')	image/svg+xml	etag:%2224d29608aa41bb8faf06f68e66bb0f9f%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5024ec8697c_ill-tb-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5024ec8697c_ill-tb-1.svg	(from https://www.translate-wf.com/)
12:47:59	530/530	---M--	200	added ('OK')	image/svg+xml	etag:%22c4380a5a02728ebea24b2373765c71ab%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc539bac8694b_ill-tb-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc539bac8694b_ill-tb-2.svg	(from https://www.translate-wf.com/)
12:48:00	387/387	---M--	200	added ('OK')	image/svg+xml	etag:%22441faee77c873b025ac3a37a6a6812b6%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50b05c86979_ill-tb-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50b05c86979_ill-tb-3.svg	(from https://www.translate-wf.com/)
12:48:01	421/421	---M--	200	added ('OK')	image/svg+xml	etag:%2248acda3d567ae7f0d9c1a4189be520f6%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5e987c8695b_ill-tb-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5e987c8695b_ill-tb-4.svg	(from https://www.translate-wf.com/)
12:48:02	473/473	---M--	200	added ('OK')	image/svg+xml	etag:%22eac8e25bd96aa181bd76f3a85160ee71%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5a229c86949_ill-tb-5.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5a229c86949_ill-tb-5.svg	(from https://www.translate-wf.com/)
12:48:03	482/482	---M--	200	added ('OK')	image/svg+xml	etag:%2200f68ab03172f978872943a4a4123ee9%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56b45c8695c_ill-tb-6.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56b45c8695c_ill-tb-6.svg	(from https://www.translate-wf.com/)
12:48:04	543/543	---M--	200	added ('OK')	image/svg+xml	etag:%227fe06f44e24785d1da8889a88005ad34%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5821fc86964_ill-tb-7.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5821fc86964_ill-tb-7.svg	(from https://www.translate-wf.com/)
12:48:05	438/438	---M--	200	added ('OK')	image/svg+xml	etag:%22cbf950c1efc7b9b35382e9d8dec50eae%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc54ab9c86953_ill-tb-8.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc54ab9c86953_ill-tb-8.svg	(from https://www.translate-wf.com/)
12:48:06	396/396	---M--	200	added ('OK')	image/svg+xml	etag:%22b94afa389c464ab97da3e22be73c6e15%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5810dc86951_ill-tb-9.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5810dc86951_ill-tb-9.svg	(from https://www.translate-wf.com/)
12:48:07	378/378	---M--	200	added ('OK')	image/svg+xml	etag:%2277659081c6083fa4785ba9d9511cca91%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50dc9c8696e_ill-tb-10.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50dc9c8696e_ill-tb-10.svg	(from https://www.translate-wf.com/)
12:48:08	295/295	---M--	200	added ('OK')	image/svg+xml	etag:%225d59b7fc8d7e376cacdaa4fa0de3f368%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bf08c8697d_ill-weglotis-1-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5bf08c8697d_ill-weglotis-1-4.svg	(from https://www.translate-wf.com/)
12:48:09	242/242	---M--	200	added ('OK')	image/svg+xml	etag:%228ed7268c77ed1a7e9f361ea4628a7342%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5746dc86968_ill-weglotis-1-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5746dc86968_ill-weglotis-1-2.svg	(from https://www.translate-wf.com/)
12:48:10	419/419	---M--	200	added ('OK')	image/svg+xml	etag:%22f6eacfdec1a4cf7e372bd1411f4cebb6%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc58073c8697a_ill-weglotis-1-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc58073c8697a_ill-weglotis-1-1.svg	(from https://www.translate-wf.com/)
12:48:11	490/490	---M--	200	added ('OK')	image/svg+xml	etag:%22fbdc843dd9363a38746dcaf142fba7f6%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56e5dc86963_ill-weglotis-1-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56e5dc86963_ill-weglotis-1-3.svg	(from https://www.translate-wf.com/)
12:48:12	2938/2938	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224aa48ebfbe6b0a57f2be4d000ec4281f%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e38984e3866b870cc2a4bd7_ill-nocode.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e38984e3866b870cc2a4bd7_ill-nocode.svg	(from https://www.translate-wf.com/)
12:48:14	1247/1247	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b30e80670789a96e5e2e0518455d2afd%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc563b9c86998_ill-weglotis-2-5.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc563b9c86998_ill-weglotis-2-5.svg	(from https://www.translate-wf.com/)
12:48:14	453/453	---M--	200	added ('OK')	image/svg+xml	etag:%2206fef260ea8e495dbea718a5b62deb20%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5ff67c86976_ill-weglotis-2-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5ff67c86976_ill-weglotis-2-3.svg	(from https://www.translate-wf.com/)
12:48:15	887/887	---M--	200	added ('OK')	image/svg+xml	etag:%22965a5ade44c625413faf5b10810959f4%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5a65ec86966_ill-weglotis-2-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5a65ec86966_ill-weglotis-2-1.svg	(from https://www.translate-wf.com/)
12:48:16	960/960	---M--	200	added ('OK')	image/svg+xml	etag:%228472b19252f286a8fa9d8e3558e98111%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50072c86983_ill-weglotis-2-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50072c86983_ill-weglotis-2-2.svg	(from https://www.translate-wf.com/)
12:48:17	582/582	---M--	200	added ('OK')	image/svg+xml	etag:%22115fa61c5fe9bf861618c28d23a5476b%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc58419c8697e_ill-weglotis-2-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc58419c8697e_ill-weglotis-2-4.svg	(from https://www.translate-wf.com/)
12:48:18	3817/3817	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221b69345d99db0c87634d8232bd89ecba%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5394ec8696a_ill-weglotis-2-6.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5394ec8696a_ill-weglotis-2-6.svg	(from https://www.translate-wf.com/)
12:48:20	3740/3740	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22b586e540fe1d3067cde38000850850f9%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc543c2c8698c_ill-weglotis-3-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc543c2c8698c_ill-weglotis-3-4.svg	(from https://www.translate-wf.com/)
12:48:20	1036/1036	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223e9a18261f0291959518f9a6644440f2%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5918dc86991_ill-weglotis-3-5_1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5918dc86991_ill-weglotis-3-5_1.svg	(from https://www.translate-wf.com/)
12:48:22	1450/1450	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2203f84fa60e91199e6c3329f25d06a28d%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56517c8695d_ill-weglotis-3-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56517c8695d_ill-weglotis-3-2.svg	(from https://www.translate-wf.com/)
12:48:22	1599/1599	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e9547843789f6aacbc59c5e79cddc650%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5e4a4c86982_ill-weglotis-3-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5e4a4c86982_ill-weglotis-3-1.svg	(from https://www.translate-wf.com/)
12:48:23	1446/1446	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%228c2b1a51685195f460658129f40d2dcf%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56e51c86989_ill-weglotis-4-4.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc56e51c86989_ill-weglotis-4-4.svg	(from https://www.translate-wf.com/)
12:48:25	12478/12478	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221fd72cca04693ebcfb9f7db30d7387f1%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc558bdc8696d_ill-weglotis-4-3.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc558bdc8696d_ill-weglotis-4-3.svg	(from https://www.translate-wf.com/)
12:48:25	190/190	---M--	200	added ('OK')	image/svg+xml	etag:%2297cb16a22c8e5357b738ef98b3ab782e%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5aaedc8698d_ill-weglotis-4-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc5aaedc8698d_ill-weglotis-4-2.svg	(from https://www.translate-wf.com/)
12:48:26	205/205	---M--	200	added ('OK')	image/svg+xml	etag:%22511ea090d1b997ac449b29a09b09c478%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc51f21c86981_ill-weglotis-4-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc51f21c86981_ill-weglotis-4-1.svg	(from https://www.translate-wf.com/)
12:48:27	1058/1058	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2269725ccde8ee8cad25b6dcd75fba248b%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50929c8698f_ill-weglotis-5-1.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc50929c8698f_ill-weglotis-5-1.svg	(from https://www.translate-wf.com/)
12:48:28	4207/4207	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%222374c3e3e0ad97a6df300f5444b97d19%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc54711c8697f_ill-weglotis-5-2.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc54711c8697f_ill-weglotis-5-2.svg	(from https://www.translate-wf.com/)
12:48:29	541/541	---M--	200	added ('OK')	image/svg+xml	etag:%2294901961adc239695afa6acbc7a365ac%22	https://assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc51141c8698a_ill-webis-9.svg	/Users/sameersaurabh/desktop/Respawn-cgs/assets.website-files.com/5e3884b717ebc5d2e8c8691b/5e3884b717ebc51141c8698a_ill-webis-9.svg	(from https://www.translate-wf.com/)
